sourceid,dstid,month,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
102,180,02,2386.97,811.96,2259.33,1.39
137,26,03,2354.01,716.59,2251.67,1.35
34,75,03,4079.14,867.42,3975.95,1.27
132,76,03,2509.67,849.44,2361.22,1.43
103,170,02,4711.93,1092.8,4574.6,1.28
171,174,03,1491.82,619.4,1372.0,1.51
136,36,03,2583.83,363.93,2557.61,1.16
80,27,03,2664.31,1013.23,2511.64,1.4
107,130,02,1087.69,378.61,1039.15,1.33
81,17,03,3255.35,925.89,3117.28,1.35
134,56,03,2272.97,676.33,2173.12,1.36
169,90,03,2670.88,943.22,2505.43,1.44
176,124,03,2828.84,1178.16,2595.81,1.52
133,66,03,1955.0,546.62,1883.07,1.32
82,106,01,1314.78,579.63,1200.18,1.54
80,126,01,2680.65,1044.76,2495.44,1.46
81,116,01,3417.58,1418.22,3114.16,1.58
104,160,02,3910.51,970.6,3786.39,1.3
177,114,03,4011.11,1209.14,3817.38,1.38
149,191,01,819.53,395.36,744.65,1.55
25,16,02,1111.57,506.57,1026.77,1.47
24,26,02,777.74,390.48,694.56,1.62
23,36,02,1553.83,600.91,1490.82,1.3
19,7,03,4720.69,1027.55,4607.96,1.25
22,46,02,555.43,351.06,468.75,1.8
20,66,02,2722.82,909.46,2590.66,1.36
195,6,03,918.0,777.27,545.02,3.32
60,137,03,2675.38,1022.93,2485.84,1.48
62,117,03,3099.97,953.58,2962.34,1.35
50,48,03,986.08,401.84,912.03,1.49
53,18,03,2541.39,740.31,2441.32,1.33
52,28,03,1405.41,495.63,1330.52,1.38
51,38,03,1383.09,475.54,1302.86,1.42
28,39,02,202.65,208.52,158.42,1.9
75,76,01,1409.67,597.98,1299.42,1.5
76,66,01,802.73,439.54,717.27,1.58
151,3,02,3870.48,1025.36,3731.45,1.32
137,83,02,1936.97,664.26,1838.47,1.38
138,73,02,2401.18,621.24,2320.61,1.3
26,59,02,1165.44,508.21,1070.48,1.52
136,93,02,1875.47,422.5,1822.6,1.28
74,86,01,693.54,363.78,620.74,1.61
139,63,02,2279.51,842.25,2124.01,1.47
77,56,01,1786.58,631.79,1689.04,1.39
23,89,02,2404.93,765.99,2287.81,1.38
73,96,01,1877.2,547.68,1798.37,1.35
27,49,02,1143.36,515.84,1041.51,1.54
78,46,01,2687.85,874.16,2560.55,1.36
100,13,03,1585.7,675.62,1482.01,1.42
102,48,01,1070.21,523.9,970.45,1.55
104,28,01,751.07,406.48,681.54,1.52
103,38,01,554.19,340.59,471.3,1.85
74,96,02,1656.55,514.48,1584.75,1.35
75,86,02,1676.97,548.09,1588.53,1.4
77,66,02,1441.85,554.19,1344.4,1.46
22,99,02,1584.05,523.44,1508.25,1.36
100,68,01,1744.39,605.94,1663.63,1.35
79,46,02,2085.91,682.19,1979.9,1.39
78,56,02,2113.05,703.71,2000.49,1.4
24,79,02,2546.75,597.62,2478.4,1.26
76,76,02,272.72,353.08,172.08,2.55
101,58,01,1106.65,431.65,1041.46,1.4
105,18,01,1852.27,470.93,1794.78,1.29
25,69,02,2146.12,752.56,2051.96,1.33
99,9,01,2991.78,772.5,2894.8,1.29
29,29,02,339.02,405.15,221.94,2.3
169,194,02,3174.67,1289.36,2931.01,1.49
125,3,01,2940.14,819.23,2834.34,1.31
49,64,03,1449.54,483.78,1384.72,1.34
48,74,03,1141.11,365.23,1096.03,1.31
46,94,03,2624.68,837.84,2493.49,1.38
109,9,01,3771.35,888.75,3663.28,1.28
48,186,03,903.71,369.43,864.18,1.31
47,196,03,1826.42,580.64,1747.7,1.34
47,84,03,1162.51,455.5,1082.63,1.46
49,176,03,3299.24,1007.12,3135.76,1.39
38,140,02,2693.47,762.25,2592.34,1.32
39,130,02,1978.63,533.4,1912.53,1.3
33,190,02,3989.52,905.03,3876.46,1.28
37,150,02,2736.71,936.2,2613.19,1.34
61,4,03,1444.46,452.54,1385.08,1.33
34,180,02,2841.63,902.75,2708.77,1.36
50,190,03,3085.93,1054.37,2902.33,1.43
55,140,03,2180.52,837.53,2017.15,1.5
54,150,03,2263.27,854.01,2097.99,1.5
52,170,03,2915.86,847.14,2798.66,1.33
160,22,03,4167.45,1311.99,3950.38,1.4
161,12,03,4559.67,1240.21,4385.19,1.33
53,160,03,3558.92,1037.17,3403.21,1.36
57,120,03,2253.95,671.25,2162.04,1.34
13,66,02,1859.49,641.67,1754.85,1.41
6,136,02,4840.05,1475.62,4607.88,1.38
3,166,02,3565.29,995.24,3434.29,1.31
25,112,03,1455.04,458.32,1388.91,1.36
193,132,01,1731.58,544.23,1654.94,1.35
11,86,02,2197.79,600.36,2119.46,1.31
24,122,03,2028.9,649.16,1935.94,1.36
196,102,01,2918.92,1146.25,2735.03,1.42
110,144,01,1300.5,478.06,1228.95,1.39
17,26,02,1580.41,522.01,1510.71,1.34
191,152,01,846.52,416.27,755.54,1.65
114,104,01,518.7,271.01,471.23,1.52
15,46,02,817.27,399.81,742.9,1.53
113,114,01,348.36,209.68,306.87,1.62
23,132,03,1166.59,476.64,1075.29,1.5
192,142,01,1591.8,551.41,1499.61,1.42
10,96,02,2407.29,884.3,2230.81,1.51
112,124,01,816.35,414.57,737.28,1.56
21,152,03,2740.31,554.21,2686.05,1.22
190,162,01,639.81,409.03,543.66,1.79
4,156,02,2240.09,803.94,2109.33,1.42
111,134,01,1891.89,618.99,1797.6,1.39
26,102,03,1376.49,501.63,1298.96,1.4
194,122,01,2786.6,946.45,2631.7,1.41
18,16,02,2856.93,711.8,2775.17,1.27
59,100,03,1476.11,568.14,1382.51,1.43
22,142,03,2396.09,549.26,2341.26,1.23
12,76,02,2285.86,599.29,2214.01,1.28
58,110,03,1934.09,618.46,1844.33,1.36
14,56,02,760.12,428.06,656.31,1.78
180,15,01,3673.13,1026.86,3534.89,1.32
144,77,01,3876.97,1185.26,3673.7,1.41
142,97,01,1106.7,376.75,1051.3,1.37
51,180,03,3117.51,881.53,3001.33,1.32
149,27,01,2290.69,511.06,2236.99,1.24
147,47,01,2401.78,760.26,2283.85,1.38
16,36,02,2066.2,844.99,1931.91,1.43
148,37,01,2098.6,549.28,2042.6,1.25
27,188,02,993.82,339.55,944.58,1.37
26,198,02,2028.91,689.72,1943.86,1.32
28,178,02,3878.35,1087.07,3730.6,1.32
143,87,01,2280.74,750.92,2169.37,1.37
29,168,02,5024.69,1296.6,4863.27,1.29
2,176,02,5041.73,1258.45,4889.1,1.28
110,113,01,634.87,312.97,579.12,1.51
1,186,02,376.2,318.77,249.8,2.72
111,103,01,509.51,276.46,456.31,1.58
47,147,03,2401.77,811.87,2285.44,1.36
48,137,03,1697.47,674.19,1566.11,1.52
45,167,03,3045.76,878.59,2925.9,1.33
46,157,03,3460.64,1014.07,3309.14,1.36
99,18,01,2862.34,663.74,2781.36,1.28
93,78,01,1824.39,837.82,1675.02,1.5
96,48,01,746.63,422.12,660.09,1.62
92,88,01,1539.73,609.3,1418.49,1.52
42,197,03,4374.44,1085.24,4228.45,1.31
94,68,01,2242.98,798.12,2110.69,1.42
44,177,03,4091.03,960.14,3981.11,1.26
97,38,01,1061.6,373.17,1003.27,1.4
42,30,01,1815.24,433.93,1765.7,1.27
41,40,01,236.66,201.97,171.2,2.52
151,11,03,3514.38,947.43,3394.26,1.3
40,50,01,235.3,288.88,132.05,3.22
150,21,03,2985.0,711.01,2907.01,1.26
44,10,01,3806.36,1059.46,3659.23,1.33
91,98,01,2613.74,1271.17,2323.23,1.65
43,20,01,1848.12,583.8,1764.09,1.36
189,9,01,2703.98,979.41,2541.36,1.42
95,58,01,1842.79,644.4,1733.53,1.43
48,16,03,561.0,345.21,509.43,1.49
47,26,03,403.29,282.62,318.82,2.09
41,86,03,2005.52,619.77,1916.59,1.35
47,180,02,3066.62,1119.48,2886.58,1.41
48,170,02,3068.17,1024.45,2894.86,1.42
46,190,02,3430.56,932.79,3297.52,1.34
45,46,03,405.18,331.97,273.88,2.84
49,160,02,3096.81,877.26,2959.71,1.37
73,7,03,1964.89,607.88,1878.55,1.35
11,15,02,630.8,340.01,573.57,1.5
58,97,03,1618.37,655.22,1491.48,1.51
2,105,02,2768.6,794.02,2668.27,1.31
40,96,03,2063.87,790.73,1934.26,1.43
59,87,03,509.28,214.28,475.94,1.42
9,106,02,4159.75,1042.76,4025.64,1.3
80,14,01,1545.05,550.17,1460.61,1.39
193,5,02,3949.4,1258.72,3736.02,1.41
179,85,02,3081.1,883.8,2953.96,1.34
178,95,02,2428.87,913.52,2266.55,1.45
80,18,01,3675.74,1246.72,3478.13,1.39
43,66,03,2455.84,624.25,2373.46,1.31
98,28,01,1583.91,757.04,1453.89,1.48
10,25,02,3255.38,1048.78,3083.51,1.4
7,126,02,4020.61,1163.7,3845.63,1.36
6,3,01,3046.25,1232.46,2803.31,1.52
131,117,02,1024.82,362.82,971.32,1.38
121,23,03,1032.97,380.41,976.35,1.39
42,76,03,2893.61,660.03,2820.1,1.26
5,106,02,4205.0,1036.37,4077.95,1.28
14,16,02,546.41,335.98,480.37,1.63
11,46,02,352.77,279.81,261.82,2.27
197,177,02,1729.7,700.85,1618.7,1.42
3,126,02,3199.01,757.9,3115.58,1.26
130,23,01,1025.01,513.29,939.16,1.49
131,13,01,2125.7,776.03,2007.85,1.39
13,26,02,1964.31,662.11,1864.04,1.38
196,187,02,916.04,406.32,839.16,1.55
132,107,02,1225.19,399.62,1172.41,1.33
145,128,03,1371.58,652.42,1256.84,1.5
182,156,01,1865.67,841.71,1696.06,1.55
181,166,01,3040.31,1003.02,2873.91,1.41
142,158,03,1806.15,447.05,1753.69,1.27
183,146,01,2395.92,599.62,2324.88,1.28
146,118,03,1118.62,447.23,1038.54,1.47
185,126,01,1503.64,779.41,1348.8,1.56
2,136,02,4028.09,859.47,3935.1,1.24
143,148,03,354.02,241.02,284.54,2.02
184,136,01,2014.61,571.83,1942.26,1.31
88,118,02,2107.0,744.8,1978.17,1.44
33,146,01,2509.89,673.41,2434.38,1.27
37,106,01,1579.72,457.75,1521.62,1.31
12,36,02,2033.59,642.98,1949.13,1.33
186,116,01,2863.63,798.69,2755.69,1.32
78,189,01,2563.79,900.09,2407.91,1.44
79,179,01,3040.68,1031.96,2865.15,1.43
156,130,02,2477.93,894.8,2305.27,1.48
147,108,03,2389.82,660.85,2299.54,1.32
180,176,01,3005.23,732.39,2921.18,1.27
10,56,02,3053.36,929.49,2902.56,1.39
130,127,02,380.25,181.04,345.36,1.58
152,170,02,3998.87,1186.92,3822.02,1.36
89,108,02,1676.35,608.82,1565.14,1.46
35,126,01,1466.35,564.85,1381.63,1.39
187,106,01,4045.71,1254.4,3854.85,1.37
81,188,02,3208.35,954.21,3069.58,1.35
34,136,01,2879.4,945.05,2773.77,1.29
5,146,02,4547.18,1203.31,4382.32,1.32
195,197,02,2488.91,838.98,2356.11,1.4
1,71,01,1764.65,645.44,1679.95,1.35
7,11,01,2012.4,665.52,1918.38,1.35
32,156,01,4299.94,904.98,4199.47,1.25
4,41,01,2516.36,819.05,2400.46,1.35
2,61,01,2326.57,435.44,2282.68,1.22
85,178,03,2677.37,809.21,2562.87,1.35
198,167,02,5622.07,1401.14,5433.93,1.31
85,148,02,2604.3,842.58,2463.16,1.41
3,51,01,2516.44,544.44,2456.29,1.25
90,103,01,3102.75,1041.07,2914.36,1.45
122,22,03,1900.04,627.34,1807.8,1.37
123,12,03,2717.3,809.26,2604.49,1.34
155,140,02,913.74,478.91,804.24,1.67
88,148,03,2226.57,795.33,2085.92,1.45
80,198,02,3393.25,991.03,3248.75,1.35
31,166,01,4180.16,1104.93,4049.12,1.28
121,32,03,2700.27,481.14,2660.27,1.19
61,15,03,705.28,499.74,526.05,2.4
120,42,03,1111.57,356.65,1057.23,1.38
158,110,02,2705.15,1018.91,2510.32,1.48
144,138,03,1527.03,422.48,1474.84,1.3
84,158,02,2006.33,718.0,1890.68,1.42
154,150,02,987.9,479.23,906.78,1.49
82,178,02,2500.37,798.94,2376.0,1.38
89,138,03,936.99,407.65,859.04,1.52
159,100,02,2087.15,688.98,1969.04,1.42
86,138,02,1808.1,604.91,1700.58,1.44
140,178,03,1748.51,765.14,1591.91,1.55
171,16,02,3302.98,1223.42,3084.04,1.45
170,26,02,3845.25,1241.16,3659.85,1.37
194,5,01,3058.21,934.72,2926.02,1.34
179,95,01,3187.07,936.5,3049.59,1.35
122,13,03,2844.52,817.44,2729.44,1.34
73,176,02,3331.53,720.59,3246.63,1.27
71,196,02,367.38,339.18,238.25,2.9
78,126,02,2906.89,870.4,2772.26,1.37
87,128,02,1546.39,557.98,1455.69,1.42
74,166,02,1967.61,889.97,1786.87,1.55
87,158,03,2219.37,788.83,2071.9,1.47
77,136,02,2929.78,933.67,2768.26,1.42
157,120,02,2861.66,948.75,2689.55,1.45
75,156,02,707.88,488.81,576.76,1.88
64,52,01,1657.67,664.65,1554.17,1.42
117,7,02,4288.05,951.76,4180.72,1.26
63,62,01,486.25,379.84,330.75,2.78
76,146,02,3403.91,1047.09,3233.05,1.39
86,168,03,2965.05,864.16,2839.0,1.35
68,12,01,1463.1,535.0,1384.05,1.38
53,7,03,2193.13,626.3,2105.66,1.33
153,160,02,2362.11,717.51,2256.49,1.36
39,87,03,2306.58,588.6,2226.37,1.32
67,22,01,899.93,357.52,849.77,1.38
79,116,02,3264.47,741.43,3174.93,1.27
38,97,03,1290.3,411.92,1232.87,1.35
66,32,01,2759.6,1077.67,2571.36,1.46
83,168,02,3220.32,1017.27,3050.71,1.4
149,197,03,3176.47,1046.64,3005.34,1.4
72,186,02,1806.23,657.64,1690.48,1.44
62,72,01,822.3,363.54,754.31,1.51
151,180,02,900.08,354.65,844.73,1.42
120,33,03,2226.47,652.44,2137.45,1.33
61,82,01,1628.51,555.71,1544.38,1.38
153,141,01,1110.98,424.09,1042.96,1.42
151,161,01,1055.1,453.85,976.87,1.47
156,111,01,3157.87,1292.42,2894.18,1.53
60,92,01,2057.26,393.35,2018.79,1.22
152,151,01,249.94,262.79,157.89,2.9
151,27,02,2300.28,584.51,2229.75,1.29
152,17,02,4100.68,807.85,4016.56,1.23
150,37,02,2886.0,615.56,2822.57,1.23
154,131,01,1388.28,562.57,1280.18,1.51
52,29,02,1765.93,592.4,1679.98,1.36
51,39,02,1147.91,472.38,1082.39,1.39
50,49,02,617.54,350.66,527.34,1.84
53,19,02,2937.06,778.02,2847.42,1.28
33,15,02,1732.07,621.59,1648.26,1.39
30,45,02,1849.92,617.56,1750.79,1.4
32,25,02,1772.54,1247.43,1561.48,1.59
31,35,02,1312.19,598.79,1212.42,1.47
157,101,01,2507.18,888.98,2342.98,1.47
150,171,01,2347.77,756.7,2224.15,1.4
150,190,02,1051.55,381.79,994.89,1.39
83,198,03,3611.3,1289.35,3419.65,1.38
155,121,01,2370.71,753.35,2246.64,1.4
174,32,01,4470.96,1297.04,4285.83,1.34
172,52,01,3610.37,1158.12,3424.9,1.39
175,22,01,4512.38,1232.4,4352.43,1.31
173,42,01,3295.56,786.93,3205.77,1.27
171,62,01,3874.56,1562.92,3597.6,1.46
170,72,01,2920.94,1281.45,2654.66,1.55
176,12,01,4565.91,1686.74,4243.64,1.48
84,188,03,2605.52,818.67,2486.78,1.36
97,173,03,1900.86,627.5,1796.7,1.41
95,193,03,2349.24,922.24,2174.28,1.49
99,153,03,3118.86,874.56,2999.6,1.32
98,163,03,1725.25,452.1,1668.15,1.3
168,95,01,3324.61,1101.06,3151.02,1.39
169,85,01,3432.94,1177.18,3238.1,1.41
96,183,03,2755.3,955.82,2589.4,1.43
46,139,03,2720.98,912.44,2573.87,1.4
157,64,01,2246.49,779.01,2117.42,1.42
158,54,01,2358.81,1058.21,2125.44,1.59
196,17,02,1853.9,610.58,1764.03,1.37
154,94,01,504.22,292.88,437.61,1.71
190,77,02,2795.84,941.69,2634.16,1.42
155,84,01,1803.79,719.81,1659.22,1.52
193,47,02,3138.83,960.51,2982.48,1.39
156,74,01,1826.31,641.22,1719.82,1.42
195,27,02,3468.3,906.97,3358.1,1.29
159,44,01,3171.39,723.94,3087.36,1.26
194,37,02,3203.63,1026.43,3043.44,1.38
45,149,03,2379.5,918.88,2200.02,1.51
191,67,02,3788.1,908.46,3677.81,1.28
108,167,03,3957.59,1091.21,3807.89,1.33
105,197,03,3966.28,1133.26,3798.44,1.35
107,177,03,3836.21,772.7,3754.68,1.24
106,187,03,3333.78,1412.65,3149.0,1.37
109,157,03,3047.0,994.55,2888.45,1.39
102,54,02,1588.71,694.94,1470.25,1.47
101,64,02,1430.35,454.26,1373.19,1.32
103,44,02,258.74,249.33,174.82,2.62
100,74,02,1441.23,471.59,1375.5,1.36
49,109,03,723.96,392.36,643.75,1.64
106,14,02,2361.2,673.76,2284.56,1.29
105,24,02,1430.45,503.91,1354.74,1.38
78,102,02,2826.36,902.12,2671.18,1.42
71,172,02,3437.08,988.49,3299.4,1.34
104,34,02,1838.15,806.93,1709.95,1.44
70,182,02,3774.02,1031.67,3630.83,1.33
76,122,02,3572.4,1162.97,3372.1,1.42
73,152,02,3241.27,830.13,3124.83,1.32
48,119,03,1258.51,427.87,1189.27,1.4
75,132,02,2171.75,842.97,2012.97,1.49
74,142,02,2914.98,664.58,2832.0,1.28
77,112,02,3760.48,1119.7,3577.64,1.39
41,189,03,3269.35,1000.48,3115.53,1.37
176,53,02,3849.36,1106.59,3683.0,1.36
179,23,02,2692.33,777.95,2586.34,1.33
174,73,02,3556.59,934.12,3431.09,1.31
172,93,02,1174.77,536.16,1067.22,1.55
178,33,02,4596.03,1606.03,4347.67,1.39
47,129,03,1757.02,545.68,1686.45,1.32
58,130,03,1786.07,794.16,1630.29,1.54
54,170,03,2603.48,836.83,2480.48,1.36
57,140,03,2748.79,754.81,2645.24,1.33
55,160,03,2646.54,1053.61,2428.06,1.53
53,180,03,3220.47,839.51,3119.8,1.28
52,190,03,3322.0,979.87,3176.96,1.35
56,150,03,3211.19,743.73,3122.12,1.27
59,120,03,2233.99,769.13,2108.72,1.41
70,73,01,449.07,312.63,362.71,2.03
76,13,01,1520.42,446.78,1463.78,1.31
75,23,01,3018.29,1154.17,2816.47,1.45
44,159,03,3209.76,732.76,3125.29,1.26
72,53,01,1515.83,417.43,1457.97,1.33
1,10,02,3484.07,834.25,3384.53,1.27
71,63,01,1171.39,385.31,1113.79,1.37
77,33,02,3352.38,974.58,3216.8,1.33
71,93,02,2191.96,570.19,2117.23,1.31
78,23,02,3199.96,921.43,3068.77,1.34
79,13,02,2073.52,619.21,1993.64,1.32
72,83,02,1476.89,722.59,1345.51,1.52
74,63,02,928.6,422.51,820.45,1.91
186,189,01,3082.87,1146.36,2871.0,1.47
189,159,01,646.59,387.66,575.94,1.59
76,43,02,3069.86,877.8,2956.08,1.31
187,179,01,4302.16,1017.24,4184.11,1.27
188,169,01,5944.12,1384.19,5771.11,1.28
75,53,02,3070.56,897.86,2933.22,1.36
1,100,02,2474.93,787.77,2366.45,1.35
10,10,02,297.94,433.05,182.44,2.36
140,13,01,2667.93,1095.49,2457.04,1.5
84,54,01,859.33,403.48,783.24,1.53
82,74,01,892.19,462.68,799.89,1.59
87,24,01,1766.31,637.94,1654.87,1.44
88,14,01,1255.31,468.58,1190.12,1.37
191,3,02,3894.48,765.43,3826.51,1.2
176,93,02,1424.49,630.85,1297.17,1.55
83,64,01,658.58,258.17,616.37,1.43
178,73,02,3580.16,1089.08,3411.18,1.38
191,158,03,2241.94,600.12,2164.19,1.31
177,83,02,3364.96,1021.31,3190.2,1.41
80,94,01,1290.24,550.31,1185.59,1.51
42,179,03,3930.55,842.99,3830.24,1.27
190,168,03,3698.12,1269.49,3507.27,1.38
86,34,01,2499.75,822.46,2368.48,1.39
196,108,03,2885.64,914.2,2751.78,1.36
81,84,01,1831.83,610.96,1729.94,1.41
194,128,03,2138.86,855.4,1972.6,1.51
85,44,01,2807.38,921.61,2663.69,1.39
193,138,03,865.51,399.83,786.0,1.55
25,78,02,2908.66,742.2,2813.39,1.3
26,68,02,1765.82,572.22,1687.66,1.34
152,48,02,2599.53,868.91,2449.13,1.43
24,88,02,1643.95,536.3,1564.21,1.37
28,7,01,3553.31,869.69,3452.85,1.27
23,98,02,1509.33,622.05,1396.36,1.48
154,28,02,3137.08,1110.74,2997.22,1.33
27,58,02,1440.76,524.27,1354.0,1.42
151,58,02,2600.61,909.27,2435.98,1.45
192,148,03,898.73,407.03,818.28,1.56
50,126,02,1768.65,541.15,1692.81,1.34
153,38,02,1954.61,563.79,1875.59,1.34
28,48,02,1962.96,458.41,1908.17,1.27
150,68,02,3081.05,891.78,2972.4,1.3
51,116,02,1615.9,446.95,1544.03,1.37
29,38,02,365.64,236.44,304.65,1.88
155,18,02,3027.39,840.05,2912.55,1.33
129,90,03,2337.38,820.95,2185.76,1.46
52,106,02,2000.45,596.83,1913.95,1.35
170,173,01,3547.68,1437.77,3282.76,1.48
173,143,01,1175.26,438.24,1104.63,1.42
171,163,01,1921.46,677.16,1809.55,1.42
172,153,01,1905.57,643.32,1803.26,1.4
118,6,02,4905.75,969.23,4795.51,1.25
72,8,01,1691.09,538.42,1606.57,1.38
59,78,01,1686.92,505.43,1614.57,1.35
58,88,01,540.9,332.52,466.56,1.69
174,133,01,2250.76,696.78,2143.37,1.37
118,29,01,369.07,191.03,341.46,1.44
112,89,01,2284.51,723.84,2172.35,1.38
117,39,01,690.4,282.6,657.54,1.33
175,123,01,2954.01,959.22,2810.5,1.37
119,19,01,2176.12,929.5,2042.65,1.4
109,101,02,758.27,434.27,658.25,1.7
1,4,01,2082.09,560.18,2013.77,1.29
111,99,01,1449.67,419.72,1392.02,1.33
166,80,01,1368.9,920.92,1084.91,2.02
176,113,01,3530.17,1110.36,3359.8,1.37
165,90,01,1837.14,787.34,1671.83,1.56
113,79,01,2442.25,770.47,2330.17,1.36
169,50,01,5001.6,1496.71,4782.51,1.35
101,181,02,2335.75,791.85,2207.58,1.4
167,70,01,2162.76,861.89,2007.9,1.47
167,160,01,2645.82,1100.2,2447.71,1.47
166,170,01,761.79,533.91,560.15,2.5
164,190,01,735.35,381.7,670.09,1.52
138,136,02,751.03,302.58,699.16,1.46
135,166,02,2913.49,955.89,2755.66,1.41
169,140,01,4103.86,1521.23,3840.07,1.44
116,49,01,2135.93,716.68,2035.39,1.36
177,103,01,4072.71,942.67,3946.89,1.3
168,150,01,5597.55,1391.8,5416.64,1.3
139,126,02,1514.8,557.62,1417.75,1.45
89,18,02,2486.2,710.24,2386.31,1.34
84,68,02,1090.16,515.4,1005.31,1.47
89,59,03,1356.18,526.48,1264.43,1.46
83,78,02,1549.71,484.01,1480.78,1.35
136,156,02,2330.88,643.56,2250.86,1.3
88,69,03,1596.43,536.82,1520.93,1.36
85,58,02,1231.72,488.02,1143.1,1.48
108,111,02,915.62,414.58,848.72,1.47
115,59,01,2464.11,711.32,2368.91,1.32
88,28,02,2073.16,701.45,1968.08,1.38
180,104,02,2383.28,786.49,2248.47,1.42
165,180,01,4324.06,1618.4,4037.12,1.45
145,27,03,1616.71,480.92,1556.43,1.31
81,98,02,2993.85,1124.77,2787.05,1.47
103,161,02,3408.13,928.69,3272.08,1.34
134,176,02,1856.43,706.13,1731.35,1.46
152,115,01,1873.89,540.8,1789.07,1.37
114,69,01,3355.92,988.49,3238.91,1.29
143,47,03,2437.05,689.39,2346.95,1.32
86,48,02,1025.95,383.06,972.81,1.37
34,181,01,3020.71,831.56,2910.8,1.32
37,151,01,2723.68,682.07,2643.15,1.28
86,1,01,2409.32,846.71,2283.46,1.38
137,146,02,640.15,293.55,587.84,1.5
106,131,02,1134.58,512.32,1040.49,1.51
85,99,03,1457.3,567.05,1363.87,1.44
82,88,02,367.33,236.36,302.21,1.99
140,77,03,2764.57,905.63,2612.26,1.41
33,191,01,2420.48,568.42,2355.86,1.26
150,135,01,880.45,422.08,793.79,1.58
133,186,02,2411.82,904.95,2268.4,1.41
86,89,03,829.39,405.76,736.88,1.67
180,164,02,1426.52,431.31,1365.45,1.35
182,144,02,2895.35,917.91,2753.82,1.38
183,134,02,2823.94,708.32,2731.91,1.3
118,157,03,2897.42,899.44,2769.23,1.35
181,154,02,1796.81,677.98,1696.43,1.4
39,131,01,2166.75,803.6,2062.79,1.35
132,196,02,2962.15,862.78,2839.08,1.34
186,104,02,2798.11,800.59,2680.57,1.35
114,197,03,4447.13,1190.42,4271.8,1.34
141,67,03,2978.67,893.28,2867.2,1.31
166,193,02,2276.76,860.33,2117.79,1.48
167,183,02,4415.79,1255.8,4236.93,1.34
168,173,02,4880.21,1588.3,4640.94,1.37
169,163,02,4792.72,1447.27,4579.36,1.35
117,167,03,5108.74,1468.89,4872.01,1.38
146,17,03,3623.59,952.01,3508.15,1.29
196,195,03,452.45,282.02,367.71,2.08
100,191,02,2085.9,791.87,1941.47,1.48
153,105,01,2278.57,592.26,2197.93,1.32
185,114,02,2558.64,1064.87,2357.91,1.49
87,79,03,571.6,252.81,525.66,1.51
197,185,03,3890.52,1335.26,3678.2,1.4
169,14,03,3021.04,978.92,2868.71,1.38
165,54,03,2911.94,1009.32,2745.37,1.41
161,94,03,1318.45,581.96,1197.48,1.56
198,175,03,2261.06,693.48,2153.85,1.38
151,125,01,1603.58,575.39,1511.39,1.41
162,84,03,2386.7,800.97,2259.88,1.4
102,171,02,3088.36,961.25,2930.02,1.4
164,64,03,3105.69,828.75,2988.36,1.33
144,37,03,1575.17,533.98,1495.06,1.38
162,58,02,2427.41,897.81,2249.37,1.51
163,48,02,2151.7,724.71,2017.89,1.46
160,78,02,2022.3,734.74,1891.65,1.45
166,18,02,4965.45,1235.37,4795.91,1.32
104,151,02,2738.1,689.33,2660.06,1.27
161,68,02,3474.23,1083.15,3307.67,1.37
166,44,03,5024.85,1698.35,4724.54,1.44
164,38,02,2926.52,804.17,2813.98,1.33
168,24,03,3700.55,1014.53,3573.91,1.3
107,121,02,1205.07,445.97,1140.31,1.38
22,104,01,1749.41,626.43,1653.16,1.39
21,114,01,1483.66,551.98,1403.59,1.38
163,74,03,2759.35,792.4,2645.29,1.34
20,124,01,2137.42,445.24,2092.35,1.23
167,34,03,3958.79,1273.36,3778.32,1.35
105,141,02,1786.61,559.38,1707.44,1.35
14,2,03,1424.74,445.62,1364.7,1.34
191,149,03,996.76,407.58,921.83,1.49
192,139,03,2229.59,599.79,2156.25,1.3
190,159,03,655.5,332.9,592.73,1.55
41,17,01,2024.64,622.37,1939.16,1.34
40,27,01,285.31,266.4,221.86,2.02
194,119,03,2848.24,973.25,2654.5,1.49
173,97,03,2134.77,594.27,2057.37,1.31
195,109,03,3633.77,759.4,3548.34,1.25
178,47,03,3852.82,1274.43,3642.04,1.41
106,50,02,763.55,296.42,717.83,1.41
109,20,02,1860.43,538.0,1790.7,1.32
193,129,03,2151.9,599.03,2068.84,1.33
107,40,02,1066.4,561.21,971.28,1.49
104,70,02,3347.97,911.27,3226.51,1.31
175,77,03,3358.64,1036.48,3196.89,1.38
108,30,02,2198.3,627.23,2102.36,1.36
176,67,03,3774.09,1222.59,3582.81,1.38
103,80,02,3019.38,904.68,2879.95,1.37
83,64,03,652.24,314.47,609.24,1.42
81,84,03,1794.93,566.78,1704.08,1.39
84,54,03,805.68,423.4,727.12,1.55
177,57,03,3811.9,1369.07,3566.85,1.45
102,90,02,2274.53,691.52,2168.43,1.37
80,94,03,1324.36,576.39,1207.17,1.55
136,85,03,2160.5,733.79,2033.59,1.43
157,104,02,3415.02,1156.01,3202.72,1.45
152,154,02,1911.4,574.93,1834.89,1.33
137,75,03,2375.19,800.86,2241.61,1.41
155,124,02,1800.08,606.9,1709.79,1.38
150,174,02,1240.14,422.76,1170.28,1.42
154,134,02,807.54,389.86,728.93,1.58
139,55,03,1977.25,888.11,1791.63,1.57
